"","x","y","area"
"872",5819,5259,"domain_3"
"873",4064,7283,"domain_2"
"874",8586,7709,"domain_1"
"875",6827,7423,"domain_3"
"876",6079,10457,"domain_1"
"877",10468,6335,"domain_1"
"878",2555,6420,"domain_2"
"879",6830,9300,"domain_1"
"880",5070,7859,"domain_2"
"881",6821,3236,"domain_3"
"882",8583,5399,"domain_2"
"883",2802,3820,"domain_5"
"884",3313,8873,"domain_2"
"885",3556,4252,"domain_2"
"886",8588,8431,"domain_1"
"887",5322,8725,"domain_2"
"888",2555,6564,"domain_2"
"889",6456,10817,"domain_1"
"890",5445,7209,"domain_3"
"891",8830,2800,"domain_3"
"892",6450,7063,"domain_3"
"893",10213,3592,"domain_2"
"894",7077,6124,"domain_4"
"895",8716,9947,"domain_1"
"896",7712,10815,"domain_1"
"897",4939,4467,"domain_2"
"898",5951,8941,"domain_2"
"899",9837,3954,"domain_2"
"900",5696,6775,"domain_3"
"901",4314,6850,"domain_2"
"902",8966,9514,"domain_1"
"903",9590,6842,"domain_1"
"904",7707,7783,"domain_1"
"905",9336,5254,"domain_2"
"906",8964,7925,"domain_1"
"907",6576,7135,"domain_3"
"908",3053,3820,"domain_5"
"909",4066,9016,"domain_2"
"910",7334,10310,"domain_1"
"911",8579,2800,"domain_3"
"912",6821,3092,"domain_3"
"913",9334,4099,"domain_2"
"914",3184,6924,"domain_2"
"915",6204,10095,"domain_1"
"916",3935,5623,"domain_2"
"917",4317,8727,"domain_2"
"918",8457,5327,"domain_3"
"919",8839,8287,"domain_1"
"920",8078,3668,"domain_3"
"921",2805,5408,"domain_2"
"922",3061,8584,"domain_2"
"923",5193,6776,"domain_3"
"924",2933,7357,"domain_2"
"925",10087,3664,"domain_2"
"926",8339,10020,"domain_1"
"927",8457,5183,"domain_3"
"928",7702,4607,"domain_3"
"929",3933,4324,"domain_2"
"930",4316,7716,"domain_2"
"931",4064,7572,"domain_2"
"932",4819,8582,"domain_2"
"933",7208,9949,"domain_1"
"934",5944,4609,"domain_3"
"935",2178,6059,"domain_2"
"936",4818,7715,"domain_2"
"937",5694,5620,"domain_3"
"938",7082,9589,"domain_1"
"939",5690,3310,"domain_3"
"940",7954,5184,"domain_3"
"941",6452,8362,"domain_3"
"942",8714,9081,"domain_1"
"943",6197,6197,"domain_3"
"944",2432,7936,"domain_2"
"945",6701,6630,"domain_3"
"946",3185,7646,"domain_2"
"947",8833,5110,"domain_3"
"948",3689,8800,"domain_2"
"949",7833,7855,"domain_1"
"950",6193,3454,"domain_3"
"951",10468,5902,"domain_2"
"952",9218,9802,"domain_1"
"953",9966,6191,"domain_1"
"954",4187,5623,"domain_2"
"955",6071,5981,"domain_4"
"956",4437,4756,"other"
"957",3555,3530,"domain_5"
"958",8462,8648,"domain_1"
"959",8458,6194,"domain_2"
"960",5700,9663,"domain_2"
"961",8081,6122,"domain_3"
"962",8208,6627,"domain_2"
"963",5069,7571,"domain_3"
"964",8584,5977,"domain_2"
"965",2934,7502,"domain_2"
"966",5066,5838,"domain_2"
"967",10213,3881,"domain_2"
"968",4571,10315,"domain_2"
"969",8706,3739,"domain_3"
"970",8327,2656,"domain_3"
"971",5321,8148,"domain_2"
"972",8087,9732,"domain_1"
"973",9591,7852,"domain_1"
"974",3187,8656,"domain_2"
"975",4693,8077,"domain_2"
"976",3690,9378,"domain_2"
"977",8457,5616,"domain_3"
"978",6443,2876,"domain_3"
"979",5947,6775,"domain_3"
"980",5323,9014,"domain_2"
"981",3559,5552,"domain_2"
"982",7827,4101,"domain_3"
"983",5818,4537,"domain_3"
"984",3438,8656,"domain_2"
"985",7329,6845,"domain_3"
"986",9970,8646,"domain_1"
"987",6699,5619,"domain_4"
"988",8833,4533,"domain_3"
"989",7958,7783,"domain_1"
"990",4193,9810,"domain_2"
"991",4436,4323,"domain_2"
"992",4319,9882,"domain_2"
"993",7827,3812,"domain_2"
"994",3931,2591,"domain_2"
"995",4946,9087,"domain_2"
"996",4947,9664,"domain_2"
"997",7448,2730,"domain_2"
"998",2552,4543,"domain_5"
"999",7078,7279,"domain_3"
"1000",4945,8509,"domain_2"
"1001",3807,4107,"domain_2"
"1002",3684,5190,"domain_2"
"1003",8337,9154,"domain_1"
"1004",5444,6198,"domain_3"
"1005",5064,4394,"domain_3"
"1006",10468,6046,"domain_2"
"1007",6328,9301,"domain_1"
"1008",9089,7709,"domain_1"
"1009",7072,3525,"domain_3"
"1010",2554,5842,"domain_2"
"1011",3432,5047,"domain_2"
"1012",8829,2511,"domain_2"
"1013",9464,6481,"domain_1"
"1014",6446,4753,"domain_4"
"1015",9963,4747,"domain_2"
"1016",6701,7063,"domain_3"
"1017",6323,5980,"domain_4"
"1018",6456,10673,"domain_1"
"1019",10343,6263,"domain_1"
"1020",5064,4105,"domain_3"
"1021",8583,5544,"domain_2"
"1022",3688,8078,"domain_2"
"1023",4187,5767,"domain_2"
"1024",9970,9223,"domain_1"
"1025",7451,4751,"domain_3"
"1026",4068,9882,"domain_2"
"1027",7203,6484,"domain_3"
"1028",7827,4245,"domain_3"
"1029",3680,3025,"domain_2"
"1030",3185,7501,"domain_2"
"1031",8338,9298,"domain_1"
"1032",10088,3809,"domain_2"
"1033",3681,3602,"domain_2"
"1034",8589,9153,"domain_1"
"1035",3559,5696,"domain_2"
"1036",7077,6701,"domain_3"
"1037",4685,3312,"domain_3"
"1038",4068,9738,"domain_2"
"1039",5313,3094,"domain_3"
"1040",6454,9662,"domain_1"
"1041",3182,5624,"domain_2"
"1042",6832,10167,"domain_1"
"1043",9215,8214,"domain_1"
"1044",4441,7499,"domain_2"
"1045",7459,9949,"domain_1"
"1046",2557,7575,"domain_2"
"1047",7199,4030,"domain_3"
"1048",5072,9592,"domain_2"
"1049",3687,7067,"domain_2"
"1050",10844,5829,"domain_6"
"1051",3309,6851,"domain_2"
"1052",8715,9803,"domain_1"
"1053",3937,6634,"domain_2"
"1054",4684,2590,"domain_2"
"1055",8839,8431,"domain_1"
"1056",4443,8654,"domain_2"
"1057",7456,7783,"domain_2"
"1058",9207,3016,"domain_3"
"1059",5069,7282,"domain_3"
"1060",8588,9009,"domain_1"
"1061",7960,8649,"domain_1"
"1062",4189,7211,"domain_2"
"1063",10215,4747,"domain_2"
"1064",5067,6271,"domain_3"
"1065",3305,3819,"domain_5"
"1066",6319,3382,"domain_3"
"1067",3430,3603,"domain_5"
"1068",4945,8654,"domain_2"
"1069",3808,4396,"domain_2"
"1070",8081,5978,"domain_3"
"1071",4564,5983,"domain_2"
"1072",2176,5193,"domain_5"
"1073",10216,5469,"domain_6"
"1074",5693,5187,"domain_3"
"1075",8333,6266,"domain_3"
"1076",4314,6994,"domain_2"
"1077",5948,7641,"domain_3"
"1078",3559,5985,"domain_2"
"1079",3555,3097,"domain_5"
"1080",5312,2517,"domain_3"
"1081",6071,5548,"domain_3"
"1082",3563,8584,"domain_2"
"1083",6448,6052,"domain_4"
"1084",4192,9232,"domain_2"
"1085",4313,5839,"domain_2"
"1086",5448,8653,"domain_2"
"1087",6700,6052,"domain_4"
"1088",2803,4542,"domain_5"
"1089",7835,9154,"domain_1"
"1090",8704,2872,"domain_3"
"1091",8332,5400,"domain_3"
"1092",6451,7929,"domain_3"
"1093",6958,10383,"domain_1"
"1094",3939,7933,"domain_2"
"1095",7702,4462,"domain_3"
"1096",10717,4746,"domain_6"
"1097",6204,10240,"domain_1"
"1098",6696,4031,"domain_3"
"1099",9093,10163,"domain_1"
"1100",8331,5111,"domain_3"
"1101",4687,4034,"domain_3"
"1102",5322,8581,"domain_2"
"1103",6450,7207,"domain_3"
"1104",2930,5047,"domain_2"
"1105",9716,7202,"domain_1"
"1106",6445,4031,"domain_4"
"1107",5440,3744,"domain_3"
"1108",5193,6343,"domain_3"
"1109",5197,9086,"domain_2"
"1110",7072,3092,"domain_3"
"1111",3054,4109,"domain_5"
"1112",4820,8726,"domain_2"
"1113",9213,6770,"domain_1"
"1114",3562,8006,"domain_2"
"1115",8202,2873,"domain_3"
"1116",5575,9880,"domain_2"
"1117",5815,2516,"domain_3"
"1118",9332,2799,"domain_3"
"1119",4063,6995,"domain_2"
"1120",3681,3747,"domain_2"
"1121",8464,9947,"domain_1"
"1122",3178,3314,"domain_5"
"1123",3558,5263,"domain_2"
"1124",8083,6988,"domain_2"
"1125",6580,9590,"domain_1"
"1126",2679,5481,"domain_2"
"1127",8841,9586,"domain_1"
"1128",6198,6342,"domain_3"
"1129",4438,5622,"domain_2"
"1130",5817,4104,"domain_2"
"1131",10340,4530,"domain_6"
"1132",5820,5548,"domain_3"
"1133",5945,5331,"domain_3"
"1134",8712,7637,"domain_1"
"1135",6076,8868,"domain_2"
"1136",7200,5041,"domain_3"
"1137",2808,7285,"domain_2"
"1138",2303,6131,"domain_2"
"1139",9336,5398,"domain_2"
"1140",6698,4897,"domain_4"
"1141",7950,2729,"domain_3"
"1142",4445,10098,"domain_2"
"1143",8328,3378,"domain_3"
"1144",7080,8434,"domain_1"
"1145",7449,3308,"domain_3"
"1146",4316,7861,"domain_2"
"1147",7837,10309,"domain_1"
"1148",7958,7349,"domain_1"
"1149",4186,5478,"domain_2"
"1150",4184,4179,"domain_2"
"1151",9966,6624,"domain_1"
"1152",4938,4033,"domain_3"
"1153",8454,3739,"domain_3"
"1154",6823,4536,"domain_3"
"1155",8959,5327,"domain_2"
"1156",4690,6200,"domain_2"
"1157",7323,2802,"domain_2"
"1158",8339,10164,"domain_1"
"1159",7699,2730,"domain_2"
"1160",3054,3964,"domain_5"
"1161",9335,4243,"domain_2"
"1162",4308,2807,"domain_2"
"1163",3810,5696,"domain_2"
"1164",8088,10165,"domain_1"
"1165",10466,4602,"domain_6"
"1166",5694,5332,"domain_3"
"1167",6570,3381,"domain_3"
"1168",3556,3675,"domain_5"
"1169",6947,3886,"domain_3"
"1170",6069,4248,"domain_3"
"1171",7699,2874,"domain_2"
"1172",2557,7719,"domain_2"
"1173",3304,3242,"domain_5"
"1174",8082,6555,"domain_3"
"1175",3934,4468,"domain_2"
"1176",7324,3813,"domain_3"
"1177",7958,7638,"domain_1"
"1178",9458,2871,"domain_2"
"1179",4561,4106,"domain_3"
"1180",3807,3530,"domain_2"
"1181",5943,4032,"domain_2"
"1182",8581,4389,"domain_2"
"1183",3439,9522,"domain_2"
"1184",7586,10599,"domain_1"
"1185",2556,6997,"domain_2"
"1186",6454,9806,"domain_1"
"1187",6571,3959,"domain_4"
"1188",6326,8002,"domain_3"
"1189",5315,4394,"domain_3"
"1190",8837,7276,"domain_1"
"1191",2305,7286,"other"
"1192",8580,3378,"domain_3"
"1193",3434,6490,"domain_2"
"1194",3690,9522,"domain_2"
"1195",7197,3019,"domain_3"
"1196",6695,3164,"domain_3"
"1197",9709,2726,"domain_2"
"1198",8206,5761,"domain_3"
"1199",5818,4393,"domain_3"
"1200",5566,4105,"domain_3"
"1201",7455,7061,"domain_3"
"1202",9720,9657,"domain_1"
"1203",7703,5040,"domain_3"
"1204",5200,10675,"domain_2"
"1205",4813,4828,"domain_2"
"1206",9087,6554,"domain_1"
"1207",6204,10529,"domain_1"
"1208",9081,2655,"domain_2"
"1209",3560,6562,"domain_2"
"1210",7700,3307,"domain_2"
"1211",3811,6273,"domain_2"
"1212",5823,8003,"domain_3"
"1213",10590,3952,"domain_2"
"1214",6327,8724,"domain_2"
"1215",6572,4825,"domain_4"
"1216",6581,10745,"domain_1"
"1217",8834,5543,"domain_2"
"1218",5949,8075,"domain_2"
"1219",3306,4975,"domain_2"
"1220",9343,9441,"domain_1"
"1221",9344,10018,"domain_1"
"1222",8456,4461,"domain_3"
"1223",10338,3520,"domain_2"
"1224",3308,5985,"domain_2"
"1225",4822,10170,"domain_2"
"1226",7829,5112,"domain_3"
"1227",4317,8871,"domain_2"
"1228",6822,4103,"domain_3"
"1229",3563,8439,"domain_2"
"1230",7079,7423,"domain_3"
"1231",7960,8938,"domain_1"
"1232",4444,9232,"domain_2"
"1233",8205,4895,"domain_3"
"1234",3809,4829,"domain_2"
"1235",5192,6054,"domain_3"
"1236",6327,8868,"domain_2"
"1237",8203,3306,"domain_2"
"1238",3311,7718,"domain_2"
"1239",8713,8359,"domain_1"
"1240",8709,5760,"domain_2"
"1241",9333,3232,"domain_3"
"1242",9589,6264,"domain_1"
"1243",4191,8077,"domain_2"
"1244",6455,10528,"domain_1"
"1245",9586,4243,"domain_2"
"1246",5446,7498,"domain_3"
"1247",10344,7418,"domain_1"
"1248",9594,9152,"domain_1"
"1249",8327,2512,"domain_2"
"1250",3935,5046,"domain_2"
"1251",5324,9880,"domain_2"
"1252",5198,9520,"domain_2"
"1253",3055,4686,"domain_2"
"1254",2933,7069,"domain_2"
"1255",5944,4898,"domain_3"
"1256",10213,3448,"domain_2"
"1257",6569,3092,"domain_3"
"1258",9594,9440,"domain_1"
"1259",3687,7645,"domain_2"
"1260",4065,7861,"domain_2"
"1261",4444,9376,"domain_2"
"1262",8962,6770,"domain_1"
"1263",6955,8650,"domain_1"
"1264",5816,3238,"domain_3"
"1265",10592,5252,"domain_6"
"1266",4693,7788,"domain_2"
"1267",10214,4458,"domain_2"
"1268",8330,4389,"domain_3"
"1269",6070,5115,"domain_3"
"1270",3688,7934,"domain_2"
"1271",8460,6916,"domain_1"
"1272",6452,8651,"domain_2"
"1273",4692,7643,"domain_2"
"1274",4182,2735,"domain_2"
"1275",7455,6917,"domain_3"
"1276",10717,4891,"domain_6"
"1277",6193,3165,"domain_3"
"1278",2802,3965,"domain_5"
"1279",5816,3527,"domain_3"
"1280",5067,6127,"domain_3"
"1281",6707,10672,"domain_1"
"1282",5443,5621,"domain_3"
"1283",9214,7492,"domain_1"
"1284",6447,5475,"domain_3"
"1285",6822,4247,"domain_3"
"1286",5446,7353,"domain_3"
"1287",6330,10745,"domain_1"
"1288",6324,6991,"domain_3"
"1289",6066,2660,"domain_3"
"1290",9091,9297,"domain_1"
"1291",9463,5903,"domain_2"
"1292",10469,6912,"domain_1"
"1293",7198,3597,"domain_3"
"1294",4190,7789,"domain_2"
"1295",8716,10380,"domain_1"
"1296",10845,5973,"domain_2"
"1297",9086,6120,"domain_2"
"1298",4946,9376,"domain_2"
"1299",9081,2944,"domain_3"
"1300",3186,8079,"domain_2"
"1301",6949,4897,"domain_3"
"1302",8087,9443,"domain_1"
"1303",7956,6050,"domain_3"
"1304",3562,7573,"domain_2"
"1305",7701,3596,"domain_3"
"1306",5941,2732,"domain_3"
"1307",4194,10099,"domain_2"
"1308",10087,3520,"domain_2"
"1309",5944,5043,"domain_3"
"1310",9586,4098,"domain_2"
"1311",9585,3954,"domain_3"
"1312",9715,6625,"domain_1"
"1313",7207,9372,"domain_1"
"1314",7584,9299,"domain_1"
"1315",6322,5547,"domain_3"
"1316",2807,7141,"domain_2"
"1317",7826,3379,"domain_2"
"1318",7573,2513,"domain_2"
"1319",8077,3234,"domain_2"
"1320",4694,8943,"domain_2"
"1321",5953,10385,"domain_1"
"1322",7203,6917,"domain_3"
"1323",5446,7787,"domain_3"
"1324",7448,3019,"domain_2"
"1325",9844,8862,"domain_1"
"1326",8841,10019,"domain_1"
"1327",7084,10888,"other"
"1328",4687,4323,"domain_2"
"1329",3308,5841,"domain_2"
"1330",3938,7356,"domain_2"
"1331",3556,4108,"domain_5"
"1332",5446,7642,"domain_3"
"1333",6577,8146,"domain_3"
"1334",9841,6841,"domain_1"
"1335",7452,5040,"domain_3"
"1336",8707,4605,"domain_2"
"1337",3056,5264,"domain_2"
"1338",5196,8653,"domain_2"
"1339",6453,9229,"domain_1"
"1340",7210,10960,"other"
"1341",6825,5980,"domain_4"
"1342",10087,3231,"domain_2"
"1343",10096,8862,"domain_1"
"1344",2678,5048,"domain_5"
"1345",6574,6124,"domain_4"
"1346",10090,5397,"domain_6"
"1347",7576,4246,"domain_3"
"1348",4570,9448,"domain_2"
"1349",9082,3377,"domain_3"
"1350",8836,6987,"domain_1"
"1351",8963,7781,"domain_1"
"1352",5191,5188,"domain_2"
"1353",4810,2518,"domain_2"
"1354",4688,4900,"domain_2"
"1355",5317,5693,"domain_2"
"1356",5064,4539,"domain_2"
"1357",6704,8795,"domain_2"
"1358",10340,4819,"domain_6"
"1359",6705,9662,"domain_1"
"1360",2807,6708,"domain_2"
"1361",8339,9875,"domain_1"
"1362",10221,8934,"domain_1"
"1363",6827,7279,"domain_3"
"1364",5193,6632,"domain_3"
"1365",6696,3742,"domain_4"
"1366",7951,3162,"domain_3"
"1367",4819,8293,"domain_2"
"1368",9212,6192,"domain_1"
"1369",9970,8934,"domain_1"
"1370",4065,8294,"domain_2"
"1371",10212,3303,"domain_2"
"1372",4812,3961,"domain_3"
"1373",6192,2876,"domain_3"
"1374",6703,8506,"domain_2"
"1375",9092,10019,"domain_1"
"1376",7205,7784,"domain_3"
"1377",6948,4463,"domain_3"
"1378",7461,10960,"other"
"1379",9845,9440,"domain_1"
"1380",4811,3384,"domain_3"
"1381",9215,8358,"domain_1"
"1382",8329,3956,"domain_3"
"1383",8832,4244,"domain_3"
"1384",2427,4615,"domain_5"
"1385",8082,6411,"domain_3"
"1386",4442,7933,"domain_2"
"1387",3304,3675,"domain_5"
"1388",7208,9516,"domain_1"
"1389",5321,8292,"domain_2"
"1390",4068,10171,"domain_2"
"1391",5193,6199,"domain_3"
"1392",6574,5980,"domain_4"
"1393",6706,9806,"domain_1"
"1394",3558,5119,"domain_2"
"1395",4185,4757,"domain_2"
"1396",6575,6846,"domain_3"
"1397",4438,5767,"domain_2"
"1398",5945,5187,"domain_3"
"1399",2302,5409,"domain_5"
"1400",7836,9588,"domain_1"
"1401",4941,5910,"domain_2"
"1402",9211,5615,"domain_2"
"1403",10091,6263,"domain_1"
"1404",7074,4680,"domain_3"
"1405",4061,5551,"domain_2"
"1406",3559,6129,"domain_2"
"1407",5699,8652,"domain_2"
"1408",9086,5976,"domain_2"
"1409",4057,2952,"domain_2"
"1410",7704,5762,"domain_3"
"1411",10722,7634,"domain_1"
"1412",7072,2947,"domain_3"
"1413",8585,6843,"domain_1"
"1414",6702,7351,"domain_3"
"1415",3061,8729,"domain_2"
"1416",5567,4971,"domain_3"
"1417",4184,3746,"domain_3"
"1418",9341,8286,"domain_1"
"1419",10590,4097,"domain_2"
"1420",8334,7277,"domain_1"
"1421",3187,8945,"domain_2"
"1422",3306,4541,"domain_2"
"1423",5825,9302,"domain_2"
"1424",6198,6775,"domain_3"
"1425",10217,6046,"domain_2"
"1426",5325,10602,"domain_1"
"1427",7208,10094,"domain_1"
"1428",9217,9224,"domain_1"
"1429",7586,10454,"domain_1"
"1430",2806,6563,"domain_2"
"1431",7711,10093,"domain_1"
"1432",7455,7206,"domain_3"
"1433",7961,9082,"domain_1"
"1434",4184,3602,"domain_3"
"1435",4691,6777,"domain_2"
"1436",5821,6559,"domain_3"
"1437",3556,3819,"domain_5"
"1438",6952,6485,"domain_3"
"1439",10471,7923,"domain_1"
"1440",5825,8724,"domain_2"
"1441",8453,2584,"domain_2"
"1442",7206,8506,"domain_1"
"1443",4569,9160,"domain_2"
"1444",5070,8292,"domain_2"
"1445",9714,6192,"domain_1"
"1446",4066,8438,"domain_2"
"1447",6194,4176,"domain_3"
"1448",7075,5113,"domain_3"
"1449",7955,5328,"domain_3"
"1450",3691,9666,"domain_2"
"1451",3934,4757,"domain_2"
"1452",5575,9591,"domain_2"
"1453",4821,9592,"domain_2"
"1454",2929,4614,"domain_2"
"1455",6697,4319,"domain_3"
"1456",10089,4675,"domain_2"
"1457",3180,4181,"domain_5"
"1458",10591,4530,"domain_6"
"1459",10342,6118,"domain_2"
"1460",3554,2953,"domain_2"
"1461",3053,3387,"domain_5"
"1462",4566,7427,"domain_2"
"1463",10221,8790,"domain_1"
"1464",3436,7645,"domain_2"
"1465",2681,6347,"domain_2"
"1466",5821,6414,"domain_3"
"1467",5565,3527,"domain_3"
"1468",3178,3170,"domain_5"
"1469",7705,6195,"domain_3"
"1470",3932,3313,"domain_2"
"1471",3183,6058,"domain_2"
"1472",4310,3962,"domain_3"
"1473",9969,8068,"domain_1"
"1474",3304,3531,"domain_5"
"1475",9712,4315,"domain_2"
"1476",6077,9446,"domain_2"
"1477",8581,4100,"domain_2"
"1478",8838,7998,"domain_1"
"1479",3812,6995,"domain_2"
"1480",6826,6557,"domain_3"
"1481",3689,8511,"domain_2"
"1482",9715,6480,"domain_1"
"1483",6828,7857,"domain_3"
"1484",6698,4753,"domain_3"
"1485",7205,8073,"domain_2"
"1486",2928,3892,"domain_5"
"1487",9586,4531,"domain_2"
"1488",7710,9804,"domain_1"
"1489",10090,5541,"domain_6"
"1490",5317,5404,"domain_2"
"1491",9336,4965,"domain_2"
"1492",5828,10890,"domain_1"
"1493",7963,10526,"domain_1"
"1494",9216,8791,"domain_1"
"1495",3564,9017,"domain_2"
"1496",7448,2586,"domain_2"
"1497",10593,5829,"domain_6"
"1498",9967,6913,"domain_1"
"1499",7827,3957,"domain_3"
"1500",8964,8070,"domain_1"
"1501",7331,7856,"domain_2"
"1502",9965,5758,"domain_2"
"1503",4434,3457,"domain_3"
"1504",5073,10314,"domain_2"
"1505",9842,7274,"domain_1"
"1506",6071,5403,"domain_3"
"1507",3435,6779,"domain_2"
"1508",4067,9160,"domain_2"
"1509",6197,6053,"domain_4"
"1510",8708,5471,"domain_2"
"1511",2302,5554,"domain_5"
"1512",6321,5114,"domain_3"
"1513",7329,6989,"domain_3"
"1514",9461,5037,"domain_2"
"1515",5071,8581,"domain_2"
"1516",9458,2583,"domain_2"
"1517",6447,5042,"domain_3"
"1518",5574,9302,"domain_2"
"1519",9092,9874,"domain_1"
"1520",8080,5111,"domain_3"
"1521",7330,7711,"domain_2"
"1522",5316,4971,"domain_3"
"1523",5199,10097,"domain_2"
"1524",4436,4467,"domain_2"
"1525",9085,5399,"domain_2"
"1526",2302,5265,"domain_5"
"1527",8967,9802,"domain_1"
"1528",5700,9086,"domain_2"
"1529",6571,4247,"domain_3"
"1530",10464,3880,"domain_2"
"1531",6198,6630,"domain_3"
"1532",3312,8295,"domain_2"
"1533",2552,4254,"domain_5"
"1534",8455,4317,"domain_2"
"1535",5449,9230,"domain_2"
"1536",9337,5543,"domain_2"
"1537",5692,4321,"domain_2"
"1538",5194,7065,"domain_3"
"1539",2677,4326,"domain_5"
"1540",5952,9951,"domain_1"
"1541",7079,7856,"domain_3"
"1542",6073,7280,"domain_3"
"1543",4696,9809,"domain_2"
"1544",8212,9082,"domain_1"
"1545",2301,4832,"domain_5"
"1546",10718,5613,"domain_6"
"1547",6329,10023,"domain_1"
"1548",9089,7564,"domain_1"
"1549",9718,8357,"domain_1"
"1550",3563,8295,"domain_2"
"1551",6451,7496,"domain_3"
"1552",6070,5259,"domain_3"
"1553",8460,7349,"domain_1"
"1554",5069,7426,"domain_3"
"1555",5072,9736,"domain_2"
"1556",9583,2799,"domain_2"
"1557",9587,5253,"domain_2"
"1558",10466,4747,"domain_6"
"1559",8463,9226,"domain_1"
"1560",6199,7497,"domain_3"
"1561",9715,6769,"domain_1"
"1562",8590,10019,"domain_1"
"1563",5571,7281,"domain_3"
"1564",3183,6491,"domain_2"
"1565",7450,3741,"domain_3"
"1566",8334,6988,"domain_1"
"1567",10595,7129,"domain_1"
"1568",6327,8435,"domain_3"
"1569",9839,5397,"domain_2"
"1570",9718,8646,"domain_1"
"1571",9591,7419,"domain_1"
"1572",5815,2660,"domain_3"
"1573",9717,7924,"domain_1"
"1574",6823,4391,"domain_3"
"1575",7197,2875,"domain_3"
"1576",3808,4685,"domain_2"
"1577",4821,9448,"domain_2"
"1578",3435,7068,"domain_2"
"1579",8079,4389,"domain_3"
"1580",5187,2734,"domain_3"
"1581",9341,8141,"domain_1"
"1582",4566,6994,"domain_2"
"1583",8214,10814,"other"
"1584",8204,4173,"domain_3"
"1585",7201,5329,"domain_4"
"1586",4189,6778,"domain_2"
"1587",3682,3891,"domain_5"
"1588",3306,4686,"domain_2"
"1589",9589,6120,"domain_1"
"1590",4697,10387,"domain_2"
"1591",8705,3017,"domain_3"
"1592",3178,3459,"domain_5"
"1593",5445,6776,"domain_3"
"1594",4696,9665,"domain_2"
"1595",4818,7427,"domain_3"
"1596",9333,3377,"domain_3"
"1597",9339,7131,"domain_1"
"1598",9461,4459,"domain_2"
"1599",6954,8362,"domain_2"
"1600",4062,6128,"domain_2"
"1601",8832,4388,"domain_3"
"1602",9334,3810,"domain_3"
"1603",10592,5396,"domain_6"
"1604",4571,10026,"domain_2"
"1605",4822,10459,"domain_2"
"1606",7198,3741,"domain_3"
"1607",10096,9006,"domain_1"
"1608",7832,7422,"domain_2"
"1609",5823,7569,"domain_3"
"1610",4811,2951,"domain_2"
"1611",8957,4027,"domain_3"
"1612",3308,6130,"domain_2"
"1613",5822,6992,"domain_3"
"1614",2052,5987,"domain_2"
"1615",3562,7717,"domain_2"
"1616",7585,9732,"domain_1"
"1617",9588,5398,"domain_2"
"1618",8585,6699,"domain_1"
"1619",4190,7500,"domain_2"
"1620",7705,6339,"domain_3"
"1621",4571,10170,"domain_2"
"1622",5701,9807,"domain_2"
"1623",3682,4324,"domain_2"
"1624",5817,3671,"domain_3"
"1625",10717,4602,"domain_6"
"1626",8084,7999,"domain_1"
"1627",3685,6057,"domain_2"
"1628",8586,7565,"domain_1"
"1629",9469,9802,"domain_1"
"1630",4442,8077,"domain_2"
"1631",6827,6990,"domain_3"
"1632",5815,2949,"domain_3"
"1633",2809,8296,"domain_2"
"1634",9837,4531,"domain_2"
"1635",9719,9224,"domain_1"
"1636",10722,7778,"domain_1"
"1637",10846,6840,"domain_1"
"1638",5692,4177,"domain_2"
"1639",3062,9162,"domain_2"
"1640",3815,9016,"domain_2"
"1641",7954,5039,"domain_3"
"1642",8461,7926,"domain_1"
"1643",5444,6343,"domain_3"
"1644",8086,8865,"domain_1"
"1645",8203,3451,"domain_2"
"1646",7956,6483,"domain_3"
"1647",7827,4390,"domain_3"
"1648",3940,8366,"domain_2"
"1649",6453,8940,"domain_2"
"1650",4310,4107,"domain_2"
"1651",2678,4470,"domain_5"
"1652",7333,9444,"domain_1"
"1653",8585,6554,"domain_2"
"1654",6578,8579,"domain_2"
"1655",6456,10961,"other"
"1656",7325,4679,"domain_3"
"1657",7205,8217,"domain_2"
"1658",8454,3306,"domain_3"
"1659",7081,8867,"domain_1"
"1660",5449,9519,"domain_2"
"1661",4686,3601,"domain_3"
"1662",2682,7213,"domain_2"
"1663",9962,3881,"domain_2"
"1664",2804,5264,"domain_2"
"1665",7583,8866,"domain_1"
"1666",6700,6196,"domain_4"
"1667",8835,5832,"domain_2"
"1668",10467,5613,"domain_6"
"1669",4311,4829,"other"
"1670",4694,8510,"domain_2"
"1671",7079,7567,"domain_3"
"1672",8714,8936,"domain_1"
"1673",7831,6700,"domain_3"
"1674",4565,6561,"domain_2"
"1675",4563,4973,"other"
"1676",4308,2663,"domain_2"
"1677",10213,4025,"domain_2"
"1678",4936,3167,"domain_2"
"1679",3184,7068,"domain_2"
"1680",8202,2729,"domain_3"
"1681",5694,5765,"domain_3"
"1682",3810,5984,"domain_2"
"1683",5188,3167,"domain_3"
"1684",4568,8149,"domain_2"
"1685",9710,3593,"domain_2"
"1686",5826,9879,"domain_1"
"1687",9467,8502,"domain_1"
"1688",10215,4891,"domain_2"
"1689",7198,3308,"domain_3"
"1690",3431,4469,"domain_2"
"1691",9215,8069,"domain_1"
"1692",8580,3811,"domain_3"
"1693",4186,5190,"domain_2"
"1694",6324,6847,"domain_3"
"1695",8835,6121,"domain_2"
"1696",10347,8862,"domain_1"
"1697",8088,10453,"domain_1"
"1698",6699,5763,"domain_4"
"1699",7576,4535,"domain_3"
"1700",8207,5905,"domain_3"
"1701",10089,4964,"domain_2"
"1702",3561,6851,"domain_2"
"1703",2932,6635,"domain_2"
