"","x","y","area"
"877",12679,19164,"domain_4"
"878",6121,22365,"domain_2"
"879",14939,10891,"domain_4"
"880",6613,13660,"domain_2"
"881",8374,9740,"domain_2"
"882",18743,22636,"domain_3"
"883",11660,13072,"domain_6"
"884",15711,20610,"domain_4"
"885",16199,9874,"domain_1"
"886",12167,14522,"domain_4"
"887",19225,7838,"domain_1"
"888",8890,16993,"domain_2"
"889",15443,10310,"domain_1"
"890",9139,14817,"domain_2"
"891",14939,11181,"domain_4"
"892",16195,7262,"domain_1"
"893",12181,23517,"domain_2"
"894",5863,18739,"domain_2"
"895",9648,17718,"domain_2"
"896",19497,20459,"domain_3"
"897",13681,13649,"domain_6"
"898",4346,17291,"domain_2"
"899",14958,23367,"domain_4"
"900",10142,10463,"domain_4"
"901",14683,9005,"domain_4"
"902",12912,5962,"domain_4"
"903",19489,15526,"domain_3"
"904",5103,17144,"domain_2"
"905",5615,21786,"domain_2"
"906",16456,12630,"domain_1"
"907",13930,11763,"domain_1"
"908",19477,7112,"domain_1"
"909",20763,23214,"domain_3"
"910",14940,12052,"domain_1"
"911",13421,8862,"domain_4"
"912",15193,11906,"domain_4"
"913",5347,11486,"domain_2"
"914",15967,23366,"domain_4"
"915",14691,14228,"domain_4"
"916",9642,13946,"domain_2"
"917",10146,13365,"domain_2"
"918",15205,20321,"domain_4"
"919",22025,23067,"domain_3"
"920",9653,21199,"domain_2"
"921",12686,23226,"domain_2"
"922",8893,19025,"domain_2"
"923",12407,6252,"domain_4"
"924",11144,5529,"other"
"925",19731,8417,"domain_1"
"926",18486,19300,"domain_1"
"927",6368,18738,"domain_2"
"928",17721,14804,"domain_3"
"929",21512,17845,"domain_3"
"930",20750,14509,"domain_3"
"931",3846,20193,"domain_2"
"932",18993,20750,"other"
"933",7878,15544,"domain_2"
"934",15965,21915,"domain_4"
"935",19735,11029,"other"
"936",7864,6840,"domain_2"
"937",11166,19746,"domain_2"
"938",20748,13348,"domain_3"
"939",19236,15092,"domain_3"
"940",10403,16121,"domain_2"
"941",7622,13368,"domain_2"
"942",21243,6674,"domain_5"
"943",20001,20168,"domain_3"
"944",10396,11478,"domain_4"
"945",11420,20762,"domain_2"
"946",10413,22504,"domain_2"
"947",9386,11770,"domain_2"
"948",11397,5674,"other"
"949",7875,13513,"domain_2"
"950",16956,9437,"domain_1"
"951",19735,11319,"other"
"952",15959,17853,"domain_1"
"953",10141,10173,"domain_4"
"954",14452,22498,"domain_4"
"955",7874,12933,"domain_2"
"956",14941,12342,"domain_1"
"957",8873,5968,"domain_4"
"958",18719,6678,"domain_1"
"959",10648,11623,"domain_4"
"960",10148,14525,"domain_2"
"961",4844,12647,"domain_2"
"962",7633,20332,"domain_2"
"963",14698,18290,"domain_4"
"964",11665,15974,"domain_2"
"965",8637,17139,"domain_2"
"966",7129,20913,"domain_2"
"967",12674,15392,"domain_4"
"968",15963,20174,"domain_1"
"969",9130,9304,"domain_4"
"970",18985,16108,"domain_3"
"971",17984,21332,"domain_1"
"972",17203,6100,"domain_1"
"973",4353,21643,"domain_2"
"974",13442,22499,"domain_4"
"975",12925,14666,"domain_4"
"976",8637,16559,"domain_2"
"977",10652,13944,"domain_2"
"978",19982,7692,"domain_1"
"979",12155,6398,"domain_4"
"980",23034,22485,"domain_3"
"981",12433,23081,"domain_2"
"982",6115,18594,"domain_2"
"983",4852,17870,"domain_2"
"984",19228,9579,"domain_3"
"985",19984,8562,"other"
"986",21243,6964,"domain_5"
"987",15201,17419,"domain_1"
"988",5363,21931,"domain_2"
"989",11925,21341,"domain_2"
"990",20003,21329,"domain_3"
"991",20497,14364,"domain_3"
"992",21004,15524,"domain_3"
"993",8367,5678,"domain_4"
"994",22510,10009,"domain_3"
"995",15439,8279,"domain_1"
"996",9641,13365,"domain_2"
"997",15703,15387,"domain_1"
"998",5098,13663,"domain_2"
"999",7616,9306,"domain_2"
"1000",7863,6259,"domain_2"
"1001",12409,7123,"domain_4"
"1002",21008,18426,"domain_3"
"1003",20241,11898,"other"
"1004",12181,23227,"domain_2"
"1005",4351,20192,"domain_2"
"1006",14690,13648,"domain_1"
"1007",8619,5243,"domain_4"
"1008",9391,14671,"domain_2"
"1009",9646,16557,"domain_2"
"1010",7371,14675,"domain_2"
"1011",6619,17722,"domain_2"
"1012",16468,20754,"domain_1"
"1013",15966,22205,"domain_4"
"1014",8646,22652,"domain_2"
"1015",13927,9442,"domain_4"
"1016",20989,5659,"domain_5"
"1017",8376,11481,"domain_2"
"1018",9398,19604,"domain_2"
"1019",10157,20328,"domain_2"
"1020",8630,12206,"domain_2"
"1021",13178,15391,"domain_4"
"1022",8384,16414,"domain_2"
"1023",12179,21776,"domain_4"
"1024",21253,13348,"domain_3"
"1025",5603,13952,"domain_2"
"1026",20486,6820,"domain_5"
"1027",9136,12786,"domain_2"
"1028",4860,22803,"domain_2"
"1029",18724,10450,"domain_1"
"1030",20757,19151,"domain_3"
"1031",18486,19590,"domain_1"
"1032",17974,14949,"domain_3"
"1033",4100,21208,"domain_2"
"1034",8893,19315,"domain_2"
"1035",4095,17726,"domain_2"
"1036",10644,8721,"domain_4"
"1037",15448,13792,"domain_1"
"1038",19241,17993,"other"
"1039",10391,8577,"domain_4"
"1040",7633,20622,"domain_2"
"1041",9637,10754,"domain_2"
"1042",6352,8583,"domain_2"
"1043",12916,8863,"domain_4"
"1044",7385,23379,"domain_2"
"1045",20255,20603,"domain_3"
"1046",22783,23210,"domain_3"
"1047",14449,21047,"domain_4"
"1048",6611,12500,"domain_2"
"1049",5356,17579,"domain_2"
"1050",6114,17723,"domain_2"
"1051",11659,12202,"domain_6"
"1052",23035,23065,"domain_3"
"1053",8897,21636,"domain_2"
"1054",5858,15547,"domain_2"
"1055",6857,8292,"domain_2"
"1056",16951,6246,"domain_1"
"1057",12175,19455,"domain_4"
"1058",20741,8706,"domain_3"
"1059",19997,17267,"domain_3"
"1060",16719,19448,"domain_1"
"1061",12667,11330,"domain_6"
"1062",17477,19882,"domain_1"
"1063",6863,12644,"domain_2"
"1064",5868,21640,"domain_2"
"1065",10134,5531,"other"
"1066",22021,20455,"domain_3"
"1067",12681,20034,"domain_4"
"1068",7628,17431,"domain_2"
"1069",6624,20914,"domain_2"
"1070",17229,22929,"domain_4"
"1071",7368,12644,"domain_2"
"1072",11404,10606,"domain_4"
"1073",11673,21196,"domain_2"
"1074",7374,16415,"domain_2"
"1075",17714,10161,"domain_1"
"1076",17209,9582,"domain_1"
"1077",13939,17276,"domain_4"
"1078",8635,15398,"domain_2"
"1079",12910,5091,"domain_4"
"1080",21508,15233,"domain_3"
"1081",15697,11905,"domain_1"
"1082",11405,10896,"domain_4"
"1083",4850,16419,"domain_2"
"1084",6871,17287,"domain_2"
"1085",6616,15981,"domain_2"
"1086",15207,21191,"domain_4"
"1087",17966,9436,"domain_1"
"1088",15462,23077,"domain_4"
"1089",5110,21787,"domain_2"
"1090",14935,8570,"domain_4"
"1091",15194,12777,"domain_1"
"1092",9402,21925,"domain_2"
"1093",7119,14820,"domain_2"
"1094",11927,22502,"domain_2"
"1095",4096,18597,"domain_2"
"1096",19247,21765,"domain_3"
"1097",19244,20024,"domain_3"
"1098",10161,22940,"domain_2"
"1099",8883,12351,"domain_2"
"1100",23010,6526,"domain_3"
"1101",22278,23501,"domain_3"
"1102",22511,10299,"domain_3"
"1103",8375,10611,"domain_2"
"1104",17732,21477,"domain_1"
"1105",7627,16560,"domain_2"
"1106",4852,17580,"domain_2"
"1107",7131,22364,"domain_2"
"1108",8377,11772,"domain_2"
"1109",6374,22510,"domain_2"
"1110",6104,11050,"domain_2"
"1111",5617,22656,"domain_2"
"1112",11424,23373,"domain_2"
"1113",15451,15823,"domain_1"
"1114",15202,17999,"domain_1"
"1115",11909,10606,"domain_4"
"1116",8381,14673,"domain_2"
"1117",17470,15530,"other"
"1118",13935,14955,"domain_4"
"1119",20505,19587,"domain_3"
"1120",12430,21050,"domain_4"
"1121",21252,12767,"domain_3"
"1122",5349,12937,"domain_2"
"1123",13941,18727,"domain_4"
"1124",10402,15831,"domain_2"
"1125",14956,22497,"domain_4"
"1126",13922,6540,"domain_1"
"1127",5108,20336,"domain_2"
"1128",17463,10887,"domain_1"
"1129",3845,19613,"domain_2"
"1130",6871,17867,"domain_2"
"1131",7362,8581,"domain_2"
"1132",11170,22358,"domain_2"
"1133",17472,16980,"domain_1"
"1134",6115,18303,"domain_2"
"1135",10910,17571,"domain_2"
"1136",5350,13227,"domain_2"
"1137",13188,21774,"domain_4"
"1138",11158,14524,"domain_2"
"1139",17960,5664,"other"
"1140",13177,14230,"domain_6"
"1141",21771,21761,"domain_3"
"1142",7382,21348,"domain_2"
"1143",20739,7255,"domain_1"
"1144",14436,12343,"domain_1"
"1145",17729,20027,"domain_1"
"1146",15713,21771,"domain_4"
"1147",10140,9012,"domain_4"
"1148",12173,18004,"domain_4"
"1149",5105,18015,"domain_2"
"1150",6373,21930,"domain_2"
"1151",19983,7982,"domain_1"
"1152",11661,13652,"domain_6"
"1153",8885,13802,"domain_2"
"1154",19487,13786,"domain_1"
"1155",18993,21330,"domain_3"
"1156",17479,21623,"domain_1"
"1157",15703,15677,"domain_1"
"1158",18977,10595,"domain_1"
"1159",18228,15964,"other"
"1160",13429,14375,"domain_4"
"1161",8387,18155,"domain_2"
"1162",14954,20756,"domain_4"
"1163",17455,5664,"domain_1"
"1164",13922,6250,"domain_1"
"1165",18974,8274,"domain_1"
"1166",6613,13950,"domain_2"
"1167",6877,21639,"domain_2"
"1168",12681,20324,"domain_4"
"1169",8124,11337,"domain_2"
"1170",8890,17574,"domain_2"
"1171",22276,22051,"domain_3"
"1172",17210,10742,"domain_1"
"1173",16448,7407,"domain_1"
"1174",5851,10905,"domain_2"
"1175",6366,17287,"domain_2"
"1176",21771,22051,"domain_3"
"1177",10652,13654,"domain_2"
"1178",6110,14822,"domain_2"
"1179",7885,20187,"domain_2"
"1180",5610,18594,"domain_2"
"1181",22019,18714,"domain_3"
"1182",20487,7401,"domain_1"
"1183",16972,20173,"domain_1"
"1184",17210,10452,"domain_1"
"1185",15693,9294,"domain_1"
"1186",8120,8725,"domain_2"
"1187",8887,15543,"domain_2"
"1188",8382,15253,"domain_2"
"1189",3849,22224,"domain_2"
"1190",9900,17282,"domain_2"
"1191",14700,20031,"domain_4"
"1192",12159,9299,"other"
"1193",4097,19467,"domain_2"
"1194",5361,20481,"domain_2"
"1195",22508,8268,"domain_3"
"1196",9897,15541,"domain_2"
"1197",11658,11331,"domain_6"
"1198",14447,19306,"domain_4"
"1199",9656,22940,"domain_2"
"1200",7632,20042,"domain_2"
"1201",11651,6689,"domain_4"
"1202",19499,21910,"domain_3"
"1203",16200,10454,"domain_1"
"1204",7609,5244,"other"
"1205",5611,18884,"domain_2"
"1206",13181,16842,"domain_4"
"1207",17727,18286,"domain_1"
"1208",12669,12490,"domain_6"
"1209",18740,20605,"domain_1"
"1210",5102,15984,"domain_2"
"1211",13680,13359,"domain_6"
"1212",6615,15401,"domain_2"
"1213",17967,10306,"domain_1"
"1214",7629,17721,"domain_2"
"1215",15956,15822,"domain_1"
"1216",12661,6977,"domain_4"
"1217",21251,11897,"domain_3"
"1218",18739,19735,"domain_1"
"1219",20242,12479,"other"
"1220",8629,11336,"domain_2"
"1221",12416,12055,"domain_6"
"1222",9131,9594,"domain_2"
"1223",7360,7131,"domain_2"
"1224",17220,17416,"domain_1"
"1225",17731,21187,"domain_1"
"1226",16472,23075,"domain_4"
"1227",17213,12483,"domain_1"
"1228",11670,19455,"domain_4"
"1229",16455,12339,"domain_1"
"1230",16709,13355,"domain_1"
"1231",10402,15250,"domain_2"
"1232",21520,23067,"domain_3"
"1233",17465,12048,"domain_1"
"1234",6110,15112,"domain_2"
"1235",20506,19877,"domain_3"
"1236",10396,11768,"domain_4"
"1237",20740,7836,"domain_1"
"1238",9400,20765,"domain_2"
"1239",17710,7550,"domain_1"
"1240",16950,5375,"domain_1"
"1241",10908,16410,"domain_2"
"1242",16467,19593,"domain_1"
"1243",19490,15817,"domain_3"
"1244",4594,14244,"domain_2"
"1245",6618,17432,"domain_2"
"1246",9646,16267,"domain_2"
"1247",19753,22925,"domain_3"
"1248",7630,18881,"domain_2"
"1249",17211,11323,"domain_1"
"1250",13164,5816,"domain_4"
"1251",12166,13652,"domain_6"
"1252",10911,18151,"domain_2"
"1253",7366,11193,"domain_2"
"1254",22258,10154,"domain_3"
"1255",15944,8278,"domain_1"
"1256",11907,9155,"other"
"1257",7123,17431,"domain_2"
"1258",12686,23516,"domain_2"
"1259",14943,13793,"domain_1"
"1260",20250,17411,"domain_3"
"1261",21749,7544,"domain_3"
"1262",13677,11328,"domain_1"
"1263",17965,9145,"domain_1"
"1264",16208,15677,"domain_1"
"1265",22507,7688,"domain_3"
"1266",7132,23234,"domain_2"
"1267",8641,19750,"domain_2"
"1268",9129,8724,"domain_4"
"1269",8894,19895,"domain_2"
"1270",15943,7698,"domain_1"
"1271",8114,5244,"domain_2"
"1272",10154,18297,"domain_2"
"1273",5869,22511,"domain_2"
"1274",10156,19458,"domain_2"
"1275",15183,5523,"domain_1"
"1276",14440,14664,"domain_4"
"1277",10152,17137,"domain_2"
"1278",7867,8290,"domain_2"
"1279",7617,10467,"domain_2"
"1280",16970,18432,"domain_1"
"1281",21496,7399,"domain_5"
"1282",11155,12493,"domain_6"
"1283",10392,8867,"domain_4"
"1284",21251,12187,"domain_3"
"1285",12931,18728,"domain_4"
"1286",18480,15528,"domain_3"
"1287",14428,7120,"domain_1"
"1288",5348,11776,"domain_2"
"1289",7112,10178,"domain_2"
"1290",19233,13061,"domain_1"
"1291",13170,9588,"domain_4"
"1292",20238,9577,"domain_3"
"1293",13682,14230,"domain_6"
"1294",12921,12055,"domain_6"
"1295",13188,21484,"domain_4"
"1296",21000,12623,"domain_3"
"1297",21260,17700,"domain_3"
"1298",10391,8287,"domain_4"
"1299",17463,11177,"domain_1"
"1300",22760,8123,"domain_3"
"1301",7626,16270,"domain_2"
"1302",8629,11626,"domain_2"
"1303",20251,18572,"domain_3"
"1304",15189,9585,"domain_4"
"1305",21773,23212,"domain_3"
"1306",8389,19896,"domain_2"
"1307",15945,8568,"domain_1"
"1308",6112,16562,"domain_2"
"1309",7635,22073,"domain_2"
"1310",7611,6115,"domain_2"
"1311",6615,15111,"domain_2"
"1312",16970,18722,"domain_1"
"1313",20487,7691,"domain_1"
"1314",21266,21762,"domain_3"
"1315",7613,7275,"domain_2"
"1316",17474,18431,"domain_1"
"1317",7367,11483,"domain_2"
"1318",14438,13503,"domain_1"
"1319",9631,6692,"domain_4"
"1320",5362,21351,"domain_2"
"1321",15209,22642,"domain_4"
"1322",8389,19606,"domain_2"
"1323",10893,6255,"other"
"1324",13185,19453,"domain_4"
"1325",6609,11339,"domain_2"
"1326",5100,15113,"domain_2"
"1327",13944,20468,"domain_4"
"1328",18734,16543,"other"
"1329",22762,9864,"domain_3"
"1330",20509,21908,"domain_3"
"1331",9139,15107,"domain_2"
"1332",15205,20030,"domain_4"
"1333",22255,8123,"domain_3"
"1334",4600,18306,"domain_2"
"1335",5353,15258,"domain_2"
"1336",14682,8135,"domain_4"
"1337",10408,19312,"domain_2"
"1338",7623,14239,"domain_2"
"1339",22008,11751,"domain_3"
"1340",6865,13805,"domain_2"
"1341",5360,20191,"domain_2"
"1342",17729,19736,"domain_1"
"1343",8127,13368,"domain_2"
"1344",9629,5241,"other"
"1345",17977,16980,"domain_1"
"1346",9143,17428,"domain_2"
"1347",15198,15678,"domain_1"
"1348",10401,14670,"domain_2"
"1349",21263,20021,"domain_3"
"1350",17474,18141,"domain_1"
"1351",7634,21203,"domain_2"
"1352",16211,17417,"domain_1"
"1353",10664,22068,"domain_2"
"1354",21768,19730,"domain_3"
"1355",8633,14528,"domain_2"
"1356",4090,14535,"domain_2"
"1357",20743,9576,"domain_3"
"1358",10398,12639,"domain_2"
"1359",5100,14823,"domain_2"
"1360",11927,22212,"domain_2"
"1361",6856,7712,"domain_2"
"1362",19501,22780,"domain_3"
"1363",9655,22360,"domain_2"
"1364",4094,17146,"domain_2"
"1365",12913,6832,"domain_4"
"1366",10159,21779,"domain_2"
"1367",7108,7276,"domain_2"
"1368",10152,17427,"domain_2"
"1369",5102,16274,"domain_2"
"1370",7867,8871,"domain_2"
"1371",16455,12049,"domain_1"
"1372",9387,12060,"domain_2"
"1373",16722,21479,"domain_1"
"1374",22003,8269,"domain_3"
"1375",20745,11027,"domain_3"
"1376",11656,10461,"domain_4"
"1377",6369,19609,"domain_2"
"1378",15714,22931,"domain_4"
"1379",16961,12629,"domain_1"
"1380",8885,14092,"domain_2"
"1381",12169,15393,"domain_4"
"1382",7367,12063,"domain_2"
"1383",21265,20892,"domain_3"
"1384",7359,6260,"domain_2"
"1385",10891,5094,"other"
"1386",12415,11185,"domain_6"
"1387",7375,17286,"domain_2"
"1388",13174,12199,"domain_4"
"1389",8640,18590,"domain_2"
"1390",8882,11771,"domain_2"
"1391",11162,17425,"domain_2"
"1392",13678,12199,"domain_1"
"1393",15960,18433,"domain_1"
"1394",16975,22204,"domain_1"
"1395",17708,5809,"other"
"1396",16958,10888,"domain_1"
"1397",13179,15971,"domain_4"
"1398",19248,22926,"domain_3"
"1399",14197,20902,"domain_4"
"1400",8131,15979,"domain_2"
"1401",15693,9004,"domain_1"
"1402",21752,9575,"domain_3"
"1403",12682,20615,"domain_4"
"1404",12433,22791,"domain_2"
"1405",11421,21922,"domain_2"
"1406",22016,16683,"domain_3"
"1407",13672,8137,"domain_4"
"1408",18487,20461,"domain_1"
"1409",23285,21469,"domain_3"
"1410",21266,22052,"domain_3"
"1411",16957,10308,"domain_1"
"1412",9633,8143,"other"
"1413",10909,17281,"domain_2"
"1414",8646,22942,"domain_2"
"1415",13177,14521,"domain_4"
"1416",11928,23082,"domain_2"
"1417",6102,10179,"domain_2"
"1418",19740,14511,"domain_3"
"1419",13167,8137,"domain_4"
"1420",11147,7560,"domain_4"
"1421",23011,7397,"domain_3"
"1422",17986,22783,"domain_4"
"1423",10650,12784,"domain_2"
"1424",10659,18296,"domain_2"
"1425",14427,6249,"domain_1"
"1426",6352,8293,"domain_2"
"1427",9900,17572,"domain_2"
"1428",22002,7689,"domain_3"
"1429",22270,17989,"domain_3"
"1430",7374,16125,"domain_2"
"1431",16698,5811,"domain_1"
"1432",11418,19891,"domain_4"
"1433",11901,5093,"other"
"1434",8380,14093,"domain_2"
"1435",7613,7565,"domain_2"
"1436",17224,20027,"domain_1"
"1437",4099,20918,"domain_2"
"1438",7365,10612,"domain_2"
"1439",16458,14080,"domain_1"
"1440",13437,19308,"domain_4"
"1441",5599,11050,"domain_2"
"1442",17981,19301,"domain_1"
"1443",12670,12780,"domain_6"
"1444",9133,11335,"domain_2"
"1445",11905,8284,"other"
"1446",20994,9141,"domain_3"
"1447",11910,11186,"domain_6"
"1448",12162,10750,"domain_4"
"1449",11171,22938,"domain_2"
"1450",17722,15384,"domain_3"
"1451",12425,17858,"domain_4"
"1452",14685,10166,"domain_4"
"1453",5857,14677,"domain_2"
"1454",4347,17871,"domain_2"
"1455",4844,12357,"domain_2"
"1456",21009,19006,"domain_3"
"1457",18978,10885,"domain_1"
"1458",13675,9877,"domain_4"
"1459",16193,5521,"domain_1"
"1460",9147,20330,"domain_2"
"1461",17226,21188,"domain_1"
"1462",16952,6826,"domain_1"
"1463",14443,16985,"domain_4"
"1464",20257,22054,"domain_3"
"1465",22024,22486,"domain_3"
"1466",15185,6683,"domain_1"
"1467",8888,15833,"domain_2"
"1468",15963,20755,"domain_4"
"1469",13191,23515,"domain_2"
"1470",16207,14806,"domain_1"
"1471",6617,16562,"domain_2"
"1472",8628,11046,"domain_2"
"1473",8624,8434,"domain_4"
"1474",3841,17001,"domain_2"
"1475",20243,13349,"domain_3"
"1476",10138,8142,"domain_4"
"1477",17205,7551,"domain_1"
"1478",13926,9152,"domain_4"
"1479",18220,10741,"domain_1"
"1480",9640,12495,"domain_2"
"1481",14931,5668,"domain_1"
"1482",16973,20463,"domain_1"
"1483",21512,17554,"domain_3"
"1484",15688,5522,"domain_1"
"1485",18974,8564,"domain_1"
"1486",8872,5678,"domain_4"
"1487",22004,8849,"domain_3"
"1488",23266,8702,"domain_3"
"1489",7871,11482,"domain_2"
"1490",16468,20464,"domain_1"
"1491",21247,9286,"domain_3"
"1492",4341,13519,"domain_2"
"1493",11657,10751,"domain_4"
"1494",13418,6831,"domain_4"
"1495",7360,7421,"domain_2"
"1496",14177,7846,"domain_4"
"1497",12411,8574,"other"
"1498",15688,5812,"domain_1"
"1499",5353,15548,"domain_2"
"1500",19750,20894,"domain_3"
"1501",16457,13210,"domain_1"
"1502",8120,9015,"domain_2"
"1503",14934,7699,"domain_1"
"1504",16208,15386,"domain_1"
"1505",11171,23228,"domain_2"
"1506",9381,8288,"other"
"1507",7865,7130,"domain_2"
"1508",12158,8139,"other"
"1509",18236,21186,"domain_1"
"1510",17460,8856,"domain_1"
"1511",7126,19172,"domain_2"
"1512",4849,16129,"domain_2"
"1513",15459,21336,"domain_4"
"1514",8391,21346,"domain_2"
"1515",5351,14097,"domain_2"
"1516",17735,23508,"domain_4"
"1517",13185,19743,"domain_4"
"1518",6374,22800,"domain_2"
"1519",13420,7992,"domain_4"
"1520",4349,19322,"domain_2"
"1521",12927,16117,"domain_4"
"1522",15209,22932,"domain_4"
"1523",10897,8866,"domain_4"
"1524",21264,20601,"domain_3"
"1525",17974,14658,"domain_3"
"1526",4847,14678,"domain_2"
"1527",17457,6825,"domain_1"
"1528",7117,13079,"domain_2"
"1529",15209,22352,"domain_4"
"1530",7631,19172,"domain_2"
"1531",14679,6104,"domain_1"
"1532",13670,6396,"domain_4"
"1533",16707,11614,"domain_1"
"1534",11906,8865,"other"
"1535",11401,8285,"domain_4"
"1536",15196,14227,"domain_1"
"1537",22506,7107,"domain_3"
"1538",19748,19443,"domain_3"
"1539",5354,15838,"domain_2"
"1540",15695,10164,"domain_1"
"1541",10663,21488,"domain_2"
"1542",22778,20309,"domain_3"
"1543",16220,23511,"domain_4"
"1544",9888,9738,"domain_4"
"1545",8393,22217,"domain_2"
"1546",12682,21195,"domain_4"
"1547",7369,13224,"domain_2"
"1548",15689,6683,"domain_1"
"1549",7873,12643,"domain_2"
"1550",11917,16118,"domain_4"
"1551",21497,7979,"domain_3"
"1552",12929,17568,"domain_4"
"1553",13422,9733,"domain_4"
"1554",13440,21629,"domain_4"
"1555",17968,11177,"domain_1"
"1556",12170,16263,"domain_4"
"1557",6860,10033,"domain_2"
"1558",18990,19009,"domain_1"
"1559",18992,20170,"other"
"1560",17208,9002,"domain_1"
"1561",8139,21202,"domain_2"
"1562",20991,7110,"domain_5"
"1563",12937,22500,"domain_4"
"1564",6863,12064,"domain_2"
"1565",9905,20474,"domain_2"
"1566",15947,10309,"domain_1"
"1567",8891,17864,"domain_2"
"1568",13925,8281,"domain_4"
"1569",7375,16996,"domain_2"
"1570",14440,14954,"domain_4"
"1571",16974,21624,"domain_1"
"1572",9144,18589,"domain_2"
"1573",6118,20334,"domain_2"
"1574",16704,9873,"domain_1"
"1575",4601,18596,"domain_2"
"1576",7869,9741,"domain_2"
"1577",19752,22345,"domain_3"
"1578",9404,23376,"domain_2"
"1579",10649,12203,"domain_4"
"1580",12930,17858,"domain_4"
"1581",16699,6681,"domain_1"
"1582",6868,15546,"domain_2"
"1583",17716,11612,"domain_1"
"1584",18971,6533,"domain_1"
"1585",8636,16268,"domain_2"
"1586",13187,21194,"domain_4"
"1587",19479,8563,"domain_1"
"1588",11159,15104,"domain_2"
"1589",21003,14944,"domain_3"
"1590",19494,18428,"domain_3"
"1591",20231,5515,"domain_5"
"1592",16949,5085,"other"
"1593",8122,10176,"domain_2"
"1594",10913,19892,"domain_2"
"1595",10660,19167,"domain_2"
"1596",18996,22781,"domain_3"
"1597",6354,9453,"domain_2"
"1598",6109,14241,"domain_2"
"1599",12160,9880,"other"
"1600",20739,6965,"domain_5"
"1601",13417,6251,"domain_4"
"1602",19495,19008,"domain_3"
"1603",7625,15400,"domain_2"
"1604",4596,15694,"domain_2"
"1605",8383,15834,"domain_2"
"1606",9145,18879,"domain_2"
"1607",18224,13642,"domain_1"
"1608",14191,17421,"domain_4"
"1609",11903,6543,"domain_4"
"1610",21501,10591,"domain_3"
"1611",5109,20916,"domain_2"
"1612",9645,15687,"domain_2"
"1613",20742,8996,"domain_3"
"1614",16955,8857,"domain_1"
"1615",12413,10315,"domain_4"
"1616",7626,15980,"domain_2"
"1617",17215,13934,"domain_1"
"1618",9644,15396,"domain_2"
"1619",8620,5533,"domain_4"
"1620",15196,13937,"domain_1"
"1621",4599,17725,"domain_2"
"1622",21753,9865,"domain_3"
"1623",12660,6397,"domain_4"
"1624",11904,7124,"domain_4"
"1625",10397,12349,"domain_2"
"1626",13693,21483,"domain_4"
"1627",11153,11332,"domain_6"
"1628",18732,15092,"domain_3"
"1629",13172,11039,"domain_4"
"1630",13925,8571,"domain_4"
"1631",11158,14814,"domain_2"
"1632",12936,21630,"domain_4"
"1633",12924,14086,"domain_6"
"1634",21495,6239,"domain_5"
"1635",12406,5382,"domain_4"
"1636",4602,19466,"domain_2"
"1637",21757,12476,"domain_3"
"1638",18485,18720,"domain_1"
"1639",21749,7254,"domain_5"
"1640",21254,13928,"domain_3"
"1641",14681,7265,"domain_1"
"1642",8635,15688,"domain_2"
"1643",10155,18877,"domain_2"
"1644",6617,16272,"domain_2"
"1645",14180,9877,"domain_4"
"1646",16466,19013,"domain_1"
"1647",6120,21785,"domain_2"
"1648",16203,12195,"domain_1"
"1649",22002,7979,"domain_3"
"1650",7372,15255,"domain_2"
"1651",15690,7263,"domain_1"
"1652",12154,5527,"domain_4"
"1653",22000,6238,"domain_5"
"1654",8642,20331,"domain_2"
"1655",20486,7111,"domain_1"
"1656",12161,10170,"domain_4"
"1657",19478,8273,"domain_1"
"1658",19478,7983,"domain_1"
"1659",19739,13350,"other"
"1660",22257,9284,"domain_3"
"1661",4349,18741,"domain_2"
"1662",20764,23504,"domain_3"
"1663",14698,18871,"domain_4"
"1664",6373,22220,"domain_2"
"1665",15455,18724,"domain_1"
"1666",5618,23527,"domain_2"
"1667",12920,11184,"domain_4"
"1668",5856,14387,"domain_2"
"1669",15942,6827,"domain_1"
"1670",22761,8993,"domain_3"
"1671",15435,5087,"domain_1"
"1672",16447,6536,"domain_1"
"1673",9648,18008,"domain_2"
"1674",6627,22945,"domain_2"
"1675",23264,7542,"domain_3"
"1676",12177,20905,"domain_4"
"1677",14691,13938,"domain_1"
"1678",22020,19295,"domain_3"
"1679",11159,15684,"domain_2"
"1680",15184,6103,"domain_1"
"1681",19998,17847,"domain_3"
"1682",17982,20171,"domain_1"
"1683",14451,21918,"domain_4"
"1684",9634,8723,"other"
"1685",6862,11774,"domain_2"
"1686",8129,14818,"domain_2"
"1687",9655,22070,"domain_2"
"1688",10917,22213,"domain_2"
"1689",7362,8291,"domain_2"
"1690",11159,15394,"domain_2"
"1691",13432,16406,"domain_4"
"1692",19992,13785,"domain_3"
"1693",15190,10165,"domain_4"
"1694",17713,9291,"domain_1"
"1695",6356,10614,"domain_2"
"1696",10657,17426,"domain_2"
"1697",13183,18583,"domain_4"
"1698",5365,23092,"domain_2"
"1699",14703,22062,"domain_4"
"1700",20485,6530,"domain_5"
"1701",20503,17846,"domain_3"
"1702",5598,10180,"domain_2"
"1703",6879,22800,"domain_2"
"1704",13426,12344,"domain_4"
"1705",20492,10883,"domain_3"
"1706",15440,8569,"domain_1"
"1707",9398,19024,"domain_2"
"1708",18466,6824,"domain_1"
"1709",17973,14078,"other"
"1710",18228,15673,"domain_3"
"1711",22761,8703,"domain_3"
"1712",10647,10462,"domain_4"
